(0.9950939410571034-6.145218332170235e-13j),(7.133556521248272e-09-2.2618186906112212e-13j),0j,0j
(3.294224012492703e-07+3.898442576625249e-13j),(0.13445666063813835-3.631392422574006e-13j),0j,0j
0j,0j,(0.13444608880822925-3.622387126969927e-13j),(-2.6005500183574073e-05-9.650590924606001e-14j)
0j,0j,(9.697205427362812e-05+2.985243476764411e-13j),(0.9949707233482142-6.154178230311605e-13j)
