(0.9936081273048261-2.611130908852959e-13j),(3.9839139143722533e-10+1.674197472883144e-13j),0j,0j
(8.712910202443251e-09+1.5615961857228036e-13j),(0.07280176119177227-2.8723814954617566e-13j),0j,0j
0j,0j,(0.07280063038971962-2.873412266588502e-13j),(-2.282046810166707e-06+1.603337706508616e-13j)
0j,0j,(1.601866495063915e-05-1.9280584356265317e-13j),(0.9935871797931268-2.626672324389619e-13j)
