(0.9979262279139003-4.613140030874945e-13j),(-1.0732386840354088e-05+1.5266849181983133e-13j),0j,0j
(0.0016890233488408683+3.47537817758715e-13j),(0.43577955707278876-2.0196837255327555e-13j),0j,0j
0j,0j,(0.43544247805289116-2.012977063308097e-13j),(-8.3229926119671e-05-8.497514318475618e-14j)
0j,0j,(0.0005323961018207728-2.8384660729118664e-13j),(0.9950008064790185-4.610378649751968e-13j)
