(0.9993280683958456-1.0922821750104402e-13j),(-8.772983011611853e-05+7.96864396492717e-14j),0j,0j
(0.06142438163662138+9.693321388793264e-14j),(0.7653639169929152-8.859725921559646e-14j),0j,0j
0j,0j,(0.76949664852245-8.806666270832142e-14j),(0.003059708205139385+2.9179512669167325e-13j)
0j,0j,(0.00308971066574882-2.2634551279645577e-13j),(0.9928508064299953-1.1590650414606213e-13j)
