(0.9974628519289053-1.2577270609619855e-13j),(-2.5956572341171113e-06+2.0630645193946078e-13j),0j,0j
(0.0004185078451566841-9.210850011946938e-14j),(0.35883314281150763-2.8463270285530844e-13j),0j,0j
0j,0j,(0.35851626697385225-2.841068912577316e-13j),(-0.0005414259767497448-1.5087258891785807e-13j)
0j,0j,(0.0007360600880265514-3.583368576356817e-13j),(0.9950458323976309-1.256595906846327e-13j)
