(0.9957622450629325-2.495753810401221e-13j),(1.739595153980071e-08-1.3880761941056686e-13j),0j,0j
(2.312096032837117e-06+1.6405441036040648e-13j),(0.17720708573572463-2.112992058740166e-13j),0j,0j
0j,0j,(0.17717201458846357-2.1145735550976724e-13j),(-6.469035616366405e-05+2.205518891671702e-13j)
0j,0j,(0.0001796469345043683+1.8972510050900773e-13j),(0.9954212764471807-2.4448465312401807e-13j)
