(0.9963802561263688-5.426306216964463e-13j),(-1.0858437286413437e-08-8.5521662850077e-14j),0j,0j
(1.5146884074893291e-05-3.684509058974175e-13j),(0.22882264373100006-1.2469322512642281e-13j),0j,0j
0j,0j,(0.22875620182829848-1.2469789004063825e-13j),(-0.00014126448434526674+7.502241414796572e-14j)
0j,0j,(0.0002953304698930676+1.227311532061695e-13j),(0.995817687448148-5.440575496643874e-13j)
