(0.9987004629649945-1.9042268152873204e-13j),(-6.795606724685804e-05+9.534052103611474e-14j),0j,0j
(0.015426626454840902+1.5474746145811682e-13j),(0.6042426472402415-1.1658915654523656e-13j),0j,0j
0j,0j,(0.6043324322254927-1.163666703666673e-13j),(0.0014206290312815568+3.508931981037314e-13j)
0j,0j,(0.001556745542067988-2.13624578161447e-13j),(0.9961390238764647-1.9311762373073995e-13j)
