(0.9990254628556848-1.3722237157370486e-13j),(-9.982207646051871e-05+8.364950015997409e-14j),0j,0j
(0.03428572625130005+1.1657713963574768e-13j),(0.6888405779282007-9.76255041097373e-14j),0j,0j
0j,0j,(0.6898470256464981-9.713767798960845e-14j),(0.002424175833172164+3.0003409004529596e-13j)
0j,0j,(0.00249743198905344-2.0877934572529647e-13j),(0.9958280490385395-1.4193643382436202e-13j)
