(0.9927911995187048-2.0649625351161377e-13j),(7.343002604647582e-11+2.966247570936678e-13j),0j,0j
(1.7637365314916794e-09-1.201178078050893e-13j),(0.05195173493767177-5.291224102536063e-13j),0j,0j
0j,0j,(0.05195146387528758-5.286700133799598e-13j),(-5.269875180979986e-07-1.1653798598566926e-13j)
0j,0j,(5.1555127991969915e-06-3.3098036531561787e-13j),(0.9927845946313858-2.0726294696404445e-13j)
